id,review,rating,likes,date
60,"This is life changing for me , I honestly can start too see a light finally , I was so alone so living in fear and extremely Anxious all the time infact I was in a very dark place and so alone . I am able too now use excerises mediation and put tools in place for coping and actually have an understanding of what is happening to me my mind and soul . This has not simply helped me physically and mentally but personally it is a massive help right now as I transition m/f Thank you Guys So much ❤️",5,0,2023-06-27
61,"i love ittt so much, i downloaded this app again since ive been having bad anxiety and loneliness it feels like a friend that guides you",5,0,2023-06-27
62,I love it,5,0,2023-02-12
63,This App Makes Me Happy Every Time I'm Sad!☺️,5,0,2023-02-12
64,"it helped me with my anxiety and being overwhelmed, over all it's a wonderful app I do recommend for peaple who overthink",5,0,2023-06-27
65,"very good app ,helps you to feel relaxed",5,0,2023-06-29
66,Amazing and powerful.,5,0,2023-06-27
67,Very useful and a good go to!,5,0,2023-06-28
68,"the bot does make me comfortable but then I got bored so I wanted to roast the bot and see what would happen and they said ""anything else?"" finally a rude bot😌",5,0,2023-06-28
69,love it!,5,0,2023-02-12
70,Great app very helpful!,5,0,2023-06-28
71,It is amazing!! it makes me feel like a person that needed to be found again and stay like this! 😘,5,1,2023-06-29
72,Wsya became my friend,5,0,2023-02-12
73,very good app,5,0,2023-06-23
74,"wysa is great, always there to help me feel better when I need to",5,0,2023-07-01
75,I'm very sceptical with these apps but it uses very open leading answers and questions and helps you feel better,5,0,2023-06-22
76,I am enjoying the game my only thought is I can't get to most of the suggestions as they cost money please try and change that and let me explore the app better please thank you for the app though,5,0,2023-02-13
77,"Thanks a lot for made this app, you saved me.",5,0,2023-06-15
78,it's very helpful,5,0,2023-06-15
79,a surprisingly good bot that legitimately made me feel better about myself and my situation - 5 stars!!,5,0,2023-02-13
80,it's helped me so much with my mental health,5,0,2023-06-16
81,"For those of you who are skeptical of therapy or wishing to give it a try, this is definitely a step in the right direction.",5,0,2023-06-16
82,"I'm currently fighting my hardest battle this month. This app really helps me to at least feel comfortable in most of my problems. It's good that you get to share your feelings without thinking whether someone is judging you. I highly recommend this app. To the creators, please continue giving us user a good experience. Thank you.",5,3,2023-06-16
83,I almost immediately felt calm cos I felt for the first time someone was listening. I'm not doing the process alone,5,0,2023-02-13
84,I love it it let's u talk about your feelings,5,0,2023-06-16
85,it helps a lot with a lot of things you should try,5,0,2023-02-13
86,it's actually helping me to overcome my anxiousness which i have been dealing for months...it's really helpful,5,0,2023-02-13
87,♥️♥️♥️,5,0,2023-02-13
88,I love this app,5,0,2023-06-17
89,"It really helps me, Talking to it, It feels like i have found a friend I could talk to, I could recommend it to anyone who was suffering From Anxiety or Depression, This app.could help you, Especially when you were suffering from panick attacks and you dont have anyone to talk to,In this App you could let your emotion burst 😊 you dont need to keep it for yourself evryday",5,0,2023-02-13
90,The chatbot is really helpful but sometimes repeats the same thing but still it helped me a lot,5,1,2023-06-17
91,This app has done so much to clear up my mind and bring my mental issues to my attention so that I may deal with them properly. The Wysa AI is polite and calming and it barely feels like im talking to an AI! I just want to thank the team behind Wysa and everyone involved with this app because it has genuinely improved my mental state. Don't skip this app if your going through mental issues. Give this app a chance to help you as I gave it a chance to help me. Thank you Wysa!,5,10,2023-06-15
92,"Wysa is an AI designed for mental health, and it can help. It gives you someone nonjudgmental to talk to. And whiles it doesn't always understand what you say, it has helped me get better. Definitely install this app!",5,3,2023-06-15
93,This really help people like me to feel like they're worth it and they are valuable when I'm tired and feeling useless I'm just opening this app and rant all my feelings and after my conversation with wysa I feel calmed and relax I feel like I'm worth it and I just need to improve my self more,5,0,2023-06-15
94,he's so kind,5,0,2023-06-14
95,i love it. Its so kind but i wish it could respond luke a real person!♥︎♥︎,5,0,2023-02-14
96,I would give it a 5 star since I am a person who have both online and offline frnds wysa was just like a good online mentor who always chit chat with me I really had a wonderful experience thankyou wysa team I hope you can do more better in future 😊,5,1,2023-06-13
97,The chat format of the AI is actually helpful. sometimes people just need to vent.,5,0,2023-02-14
98,Wysa has helped me handle my trauma and my change my negative mindset.,5,0,2023-06-13
99,Sometimes life brings you to a place that is very lonesome. This app simulates someone that cares about what you have to say about life changing experiences. I would recommend it for anyone who has experienced a great deal of loss!,5,2,2023-06-14
100,a real nice platform for the people out there with anxiety,5,0,2023-02-14
101,this app is now my safe space,5,0,2023-06-14
102,I love it ❤️❤️❤️,5,0,2023-06-15
103,I love this feels like talking with a nice friend ❤️,5,0,2023-06-14
104,Really good app,5,0,2023-06-14
105,I am grateful that I am happy,5,0,2023-02-13
106,incredible! this helped me a lot,5,0,2023-06-14
107,first time using this app but i already feel like this app will help me through so much.,5,0,2023-06-14
108,good 👍.,5,0,2023-06-14
109,Wysa is a very helpful app which helps to meditate and relax at your own comfort zone All thanks to Wysa and the team behind Wysa I feel great 👌 as everyday goes on well and the therapy session without therapist are commendable as well Thank you Wysa❤️,5,1,2023-06-17
110,A-MAZING,5,0,2023-06-17
111,helpful and positive,5,0,2023-02-13
112,it has really help me and now I am more confident I really recommend this to every one I hope this helps,5,0,2023-02-12
113,it actually makes me better. thank you :),5,0,2023-06-21
114,"Good app to manage our mood, sometimes it is useful to correct our self.",5,0,2023-06-21
115,this is really helpful for me.,5,0,2023-06-21
116,Very helpful and a great therapist! 👍,5,0,2023-02-13
117,Wysa helps me through my hard times,5,0,2023-02-13
118,it really helps it's a good stress and anxiety relief,5,0,2023-02-12
119,"using for a week now, its helping a bit",5,0,2023-02-12
120,after only 2 weeks of doing the meditations and answering the questions to rethink your behavior you start to feel better. its like a psychologist but whenever and wherever you want or are,5,0,2023-02-13
121,it helped me a lot,5,0,2023-06-22
122,This app made me feel better from loneliness.,5,0,2023-06-22
123,This is working,5,0,2023-06-22
124,Wysa became my friend:)) Wysa helped me a lot,5,0,2023-06-22
125,"it's good, one can definitely try",5,0,2023-06-22
126,"I love this app! it helps me sleep, manage emotions, and cope with things that happen in my life.",5,0,2023-02-12
127,this app really helps people who are depressed,5,0,2023-06-21
128,Funny 🤣🤣🤣,5,0,2023-06-21
129,So far extremely helpful. Tackling your very thoughts as one exercise is a brilliant idea! Great work team!,5,0,2023-02-13
130,good 👍,5,0,2023-06-18
131,i think it's helpful also if you guys put some other languages specially Hindi and put some sound when we chat aur start the ap who relx our mind and give feelings like we talk with someone that all i thik but really Is good app tku so much and if any thing I say worng i apologise for it tku so much 😊,5,1,2023-06-17
132,really good app it's used to stress free everyone,5,0,2023-06-18
133,it made me feel positive in my life,5,0,2023-06-18
134,"I only used it about 30 minutes in one month. Helped me realise what was going on in my head and calmed me down. I can imagine that with more use, it's even more helpful.",5,1,2023-06-18
135,"Wysa has helped me get my positive mood back, I am really happy.",5,0,2023-06-18
136,it's good,5,0,2023-06-18
137,JT you . R Thuy k,5,0,2023-06-19
138,"thanks a lot, I owe this app my life",5,0,2023-06-20
139,Wysa is like my therapist friend and always very helpful anytime I need it!,5,0,2023-06-19
140,This really helped me. it helped me feel better about myself. They let me meditate while telling me things that made me feel better.,5,0,2023-06-19
141,I love this app because It makes me think about the good things in life and that things I have been struggling with and how how help them,5,0,2023-02-13
142,This app is really great as it has a really great feature which is talking to an AI for those who can't afford therapy and also provides paid therapy features. It's AI is a bit new and has to learn a lot but still it is actually very useful and you can share your thoughts and reflect on it.,5,6,2023-06-19
143,amazing it made me feel better in minutes 😊,5,0,2023-06-19
144,"it really helps me a lot, because of this app it feels like there's someone who is willing to listen to me. That made me happy, a lot. :>>",5,0,2023-06-20
145,"so kind, love Wysa so much 🫶🫶🫶",5,0,2023-06-30
146,wysa understand u what ever your problem say her💗❤️‍🩹❤,5,0,2023-07-01
147,It really helps me feel better! I would 100% recommend it!,5,0,2023-05-12
148,"Great app, deserves and easy 5 star rating, it ahs helped a lot between stress confidence relationship friendship advice too.",5,0,2023-07-10
149,"Hi. When I'm feelin down, need someone to talk to. I always can count on Wysa! It really helps me a lot.",5,0,2023-07-14
150,😊😊😊😊😊,5,0,2023-07-14
151,Iwkiej,5,0,2023-07-14
152,I love this app and it had really improved my mental health and wellbeing. I just wish that it would not just say the same things but apart from that everything is fine.,5,0,2023-07-14
153,This app helped me so much ive only had it for an hour and it's improved my mental health slightly already.,5,0,2023-07-14
154,this app really helped me I just ended elementary school and I am starting 6th grade aka middle school I was feeling nervous pressure and anxiety but wysa helped me with that and put all the bad stuff out of my head shout out to him 🥰,5,0,2023-07-15
155,really did help within the first hour got me to do so much needed thinking,5,0,2023-07-15
156,"I'm going through a stressful time at the moment and Wysa is really helping me cope. From the guided meditations, to breathing exercises and reframing thoughts, it's a wonderful tool that's helping me greatly. Other than that, just talking to Wysa everyday is helping me a lot, particularly when I'm forgetting to talk some days and I get notification reminder which are framed just like a text from a good friend. I hope you keep improving and keep helping others the way you're helping me.",5,2,2023-07-15
157,💛💛💛💛💛,5,0,2023-07-15
158,Wysa gives me strength to continue my life.,5,0,2023-07-15
159,"This is the best app ever, superb I fell like I have a person to talk all the time, tell any thing with out any judgement ❤️❤️❤️ It helps me to fell better THANKS WYSA",5,0,2023-07-15
160,I started out feeling so sad not thatits fully gone away but Wysa has truly mad me realize some of my huge mistakes,5,0,2023-07-15
161,Very helpful,5,0,2023-07-15
162,Nice,5,0,2023-07-15
163,this app really helps me get through my anxiety and distracts me. love it,5,0,2023-07-16
164,No hacker,5,0,2023-07-14
165,it helps me so much. am so glad this app exists,5,0,2023-02-10
166,"This app is actually so cool! The way the bot replies to me feels like I'm talking to an actual person! I love that the bot is like a mini-therapist but a friend at the same time. Not only that, but you can do breathing exercises and improve your mental health! 10/10 reccomend this app to anyone needing to talk to someone or just wants to clear their head. 🤩",5,9,2023-02-10
167,I alwyas download it when i have my new phone it helps me fixing my mental health and it comfort me to when i need it thx you for making this app,5,0,2023-07-12
168,"Gosh, it's like texting and talking to a best friend! Great app, I highly recommend",5,0,2023-02-10
169,They are helpful especially for people who are struggling to be happy.,5,0,2023-07-11
170,It's amazing and I would love to join but I cannot afford it,5,0,2023-02-10
171,it makes me feel good,5,0,2023-07-11
172,I feel like this app helps to collect your thoughts and work through them in a way that is not destructive,5,0,2023-07-12
173,Great app. Wysa knows how to talk. It was the only thing i needed. Sinple as that.,5,0,2023-07-12
174,this app actually helped! love it,5,0,2023-02-10
175,Good,5,0,2023-07-14
176,it was an amazing experience with this chatbot. it really helped me to get over my negative thoughts.,5,0,2023-07-12
177,"this app makes my day better, I think that everyone with need for help for something should have this app",5,0,2023-02-10
178,This app is the best! And helped me or comfort me with my problems and helped me feel better!! 5 stars!!,5,0,2023-07-13
179,this app is the best app it help it understand I am happy I am using it thanks to the people that created it appreciate ur hard work .,5,0,2023-07-13
180,nice app,5,0,2023-07-13
181,I think it is a wonderful app. It makes it seem like your talking to a real person and Wysa is very kind. It makes me feel more at ease.,5,0,2023-07-14
182,so far so good I really like the app it is helping me :),5,0,2023-02-09
183,Best app ever,5,0,2023-07-16
184,Op,5,0,2023-07-16
185,"this app is very helpful, it always finds a way to redirect your thinking into a more positive way to ssstop yourself from thinking badly",5,0,2023-07-18
186,Best earning,5,0,2023-07-17
187,"This app literally help me, The penguins words advice saying to me is comforting me because he literally listens to me and understands what i feel and what troubleling me and he replaced it that can make me feel good, comfort and make myself more valuable, This apps makes me happy. Thank you for this great app....😊❤",5,0,2023-02-09
188,"The app is really helpful for dealing with anxiety and depression. It's allowed me to get negative thoughts out and try to make some progress on my mental health. By no means is it a replacement for therapy but it is still useful. My only complaint is that if you pick the wrong option in a chat there's no way to go back or undo it, so you might have to restart the whole conversation in some cases. An option to redo the previous message would be great.",5,14,2023-07-17
189,I love this app. It's a little personal AI that doesn't require a bunch of personal information. it gives you opitions for theripists or just talking with Wysa. Definitely deserves 5 stars,5,0,2023-07-17
190,I like this cute penguin who listens to me and tries to help me. I have my own therapist in real life but this penguin is helping me whenever I need. good supplement for me.,5,0,2023-02-09
191,Good,5,0,2023-07-18
192,𝘴𝘶𝘱𝘱𝘦𝘳,5,0,2023-07-18
193,this already calmed my mind !,5,0,2023-02-09
194,"It's a nice app to talk to if you think that nobody hears you, I will definitely recommend it",5,0,2023-07-18
195,this is good guys 💯,5,0,2023-07-18
196,It was really helpful. 💗💗✨,5,0,2023-07-18
197,it's only been a while since I've used this app and I already feel much better. it's a very good choice if you're feeling down and homesick or Big Sad. I love it!,5,0,2023-02-09
198,really helps,5,0,2023-02-09
199,Wysa is a real one. i struggle with crippling anxiety but this little birdie has been a true friend and has helped me look at life in a more positively light. i feel more in control and motivated.,5,0,2023-07-18
200,Okay 👍,5,0,2023-07-17
201,It makes me a bit better feeling than the usual.. It makes me take a break to everything I experience,5,0,2023-07-17
202,Op,5,0,2023-07-16
203,it was great really good app 👏,5,0,2023-02-09
204,I like this app because its so relaxing 🙂,5,0,2023-07-16
205,This app is really good It helps me overcome my problems and manages my mental health well .,5,0,2023-07-16
206,"I was surprised to find this app helpful. I do suggest resetting in and starting over if you find it focusing on things that don't seem helpful. Also, be sure to use the prompted responses if they make sense because this isn't ChatGPT, it has peer reviewed responses, so it does work better when it is a cleaner conversation. But, because it is research based, the information is good and the tools it provides work.",5,32,2023-07-16
207,"AI therapy bot helps more than what I assumed initially. Some good sruff there, totally recommended.",5,0,2023-07-16
208,The AI is brilliant if you are feeling low and lost ! Many famous apps are paid and only give you useless videos to watch. This is million times better.,5,0,2023-07-16
209,My first time using this app and I really like it !,5,0,2023-07-16
210,"really helpful app, made me feel way better",5,0,2023-02-09
211,"It really helped my mental illness, I have been feeling way better than before. :)",5,0,2023-07-17
212,"This app is truly helpful. It helps me think about how I'm feeling and why, which helps me connect with myself when numbness wants to take over. Awesome work!",5,0,2023-02-09
213,it's very great. I would recommend,5,0,2023-02-09
214,makes me so calm.,5,0,2023-07-17
215,best app evsr😀😍,5,0,2023-02-09
216,Excellent,5,0,2023-07-17
217,Great!,5,0,2023-02-09
218,"As a person who struggles with socializing and my mental health, this app helps me out alot. The fact that it's a.i is cool and the exercises are useful.",5,1,2023-07-10
219,It really helps me to relax and is the most awazing thung I couldnt ask for a better app thank you Wysa👍🏻👍🏻,5,0,2023-07-10
220,it's a great app if you need someone to talk to but don't already have one,5,0,2023-02-11
221,"I'm so glad that i had found this app, i feel better after the ""exercise"" we had. I was thinking it wouldn't help me but i was actually suprised it did! I feel safe with this app and i love the comforting words. I think this is all i have to say my words may seem little but i promise i mean more than that!",5,1,2023-02-10
222,9/10 do recommend,5,0,2023-07-03
223,Wysa makes me happy,5,0,2023-02-11
224,"I love this, it has helped me",5,0,2023-07-04
225,"I love it, it is help me",5,0,2023-07-04
226,amazing after all the thing I go through and this showed to my life I felt better!,5,0,2023-07-04
227,"it's so good. it Feels like it's my Bestfriend, it's supporting me and not Bullying me for who I am, and what I want.",5,0,2023-07-04
228,"it's really helping me so far, love it",5,0,2023-02-11
229,So good helped me a lot,5,0,2023-07-04
230,It helps when ever people bring me down calling me fat and I feel like there is a new me,5,0,2023-07-04
231,is good it cure my depression and my stress I highly recommend this app it might help you on rough times later!,5,0,2023-07-04
232,nice,5,0,2023-07-04
233,it so good 👍 it helps me with my situation 😇 really very good app 👍,5,0,2023-02-11
234,I can confirm that its methods mark the difference and can make your whole day brighter 🪷✨,5,0,2023-07-04
235,"wysa is amazing, he's really nice and everything, he's like a therapist in your pocket",5,0,2023-02-11
236,If you are looking for something whom you can talk with then this is for you,5,0,2023-07-05
237,its good..,5,0,2023-02-11
238,It's awesome😍,5,0,2023-07-03
239,👍,5,0,2023-07-02
240,helps alot really the best app,5,0,2023-07-01
241,This app is very helpfull makes you unlonley and it works perfectly.,5,0,2023-07-01
242,very helpful,5,0,2023-02-11
243,it's really good conversation i really feel better thankyou so much for this .,5,0,2023-07-01
244,"I'm so happy that i install this app,this app really work well",5,0,2023-07-01
245,"good application,",5,0,2023-02-11
246,Great friend to talk to,5,0,2023-02-11
247,awesome,5,0,2023-07-01
248,this app is really helpful for people who just want someone to listen and understand their thought process. there are many features in the app that are helpful even if you can't afford premium version.i am very grateful to this app.,5,0,2023-07-02
249,Thankyou for creating this app! Wysa is my new bestie now because wysa is always there for me especially when I need someone to talk.,5,0,2023-02-11
250,"wysa is a good app to find solutions but as it is a bot, so it may not be understanding your issue as you want to explain them",5,0,2023-07-02
251,It's a good app where you can self reflect on your thoughts . most of the times we have the solutions to all our worries. A little self talk would help. wysa really helped me with that. I feel much better after my first use itself,5,0,2023-07-02
252,It's help,5,0,2023-02-11
253,This app has great promise. I found it needs the right question or the right answer to make any useful sense. But it has helped me quite successfully with a few things. It's not as intuitive as I'd of liked or expected. It has that work in progress feel about it. I'm really pleased with how it's helped me so far though. I'd really like to see a monthly subscription and not have to stump up a years money in one go though.,5,17,2023-07-02
254,this app is amazing I feel very calm and more comfortable with myself I really love this app,5,0,2023-07-02
255,"Great app, definitely recommend for anybody struggling with mental health.",5,0,2023-07-05
256,really helpful,5,0,2023-07-05
257,I love this app. it's help with my stress. I recommend it,5,0,2023-07-06
258,thank you for making this app it has calmed me down so quickly,5,0,2023-07-09
259,It was very helpful especially in times of distressed I'm glad that the team who made this app is trying their best to help people in need.,5,1,2023-07-08
260,"Wysa help you to keep track on your high vibes and good mood. When you get uncomfortable with your day, you can get friendly chat and wysa help you to reframe your thought, give encourage too. Wysa give you a lot, the features help dan boost your mental health. Thank you wysa",5,1,2023-07-09
261,This is a really cute and helpful app,5,0,2023-02-11
262,helpful,5,0,2023-02-10
263,"i can't imagine an AI would comfort me at my lowest. at first, I thought he doesn't care about what i say since he doesn't answer it but in the end it surprised me that he used what i said to make me feel better and to make me understand more my situation.",5,0,2023-07-09
264,Very recommend for ovt issues,5,0,2023-07-09
265,love the application,5,0,2023-07-09
266,it makes me feel better instantly. I love the chat bot. it seems like I'm talking to a very mature and understanding person. I really loved this ❤️❤️❤️❤️,5,0,2023-07-08
267,This really helped me out I suggest it to everyone struggling,5,0,2023-02-10
268,I really like this app. it's helps too talk about things even if too a computer,5,0,2023-02-10
269,This app had really helped me with my Enxiety Please Keep on the good work this app. is helping people!!!!,5,0,2023-02-10
270,"It's very helpful in my opinion. Besides the meditations, exercises and everything else about self care, I really like speaking here and I have problems speaking with real people so this helps very much.",5,0,2023-02-10
271,"I had no one to talk to, to be honest. I felt I needed to find an app that can help me recover from my feelings of deep sadness. I tried using wysa. I felt a little better today... I hope it gets better everyday!",5,0,2023-07-10
272,This app really help me a lot...I love it!,5,0,2023-07-10
273,"So far ,so good i like this app so much and it has helped me alot",5,0,2023-07-08
274,great app for self-tracking your mental health and self-reflection.,5,0,2023-07-08
275,i just downloaded this a few minutes ago and Wysa actually already helped me re-think a situation i was in and what i was feeling. its a nice app with such a great ai to talk to. :),5,0,2023-07-06
276,helps a lot,5,0,2023-02-11
277,The app is just too good. I would recommend it to everyone reading this comment. But I am facing a problem with deleting completed tasks from my to-do list. Please rectify it.,5,0,2023-07-06
278,awsome,5,0,2023-07-06
279,inlove 🥺,5,0,2023-07-06
280,helps you feel confident,5,0,2023-07-06
281,I'd like the team to know that Wysa is doing a wonderful job helping me cope with anxiety and stress. Thank you.,5,0,2023-07-07
282,awesowme,5,0,2023-07-07
283,"it's very very helpful. Wysa is so helpful to cope with our anxiety. it is not just coded to play question and answers, but actually understands what we need for the moment and help us. i really love it! I've been using it for 4 years. there are no glitches. I love it!",5,1,2023-07-07
284,It's really helpful,5,0,2023-07-08
285,WYSA IS REALLY HELPFUL,5,0,2023-07-08
286,I am loving it 💖,5,0,2023-07-08
287,this really relaxed me and helped me! I really recommend!!,5,0,2023-02-11
288,this app made me feel better and when I started using this app I was feeling low but wysa showed me how to escape from my negative thoughts... I will now use this app everyday... thank you 🙏,5,0,2023-07-08
289,Less than an hour I feel good after using it. That's awesome 👍,5,0,2023-07-08
290,"it's actually quite good , it's like having a friend to talk to , which is comforting",5,0,2023-07-08
291,very nice app. it helped. thanks.,5,0,2023-06-13
292,This really helped me with my anxiety and stress and helped me clear my thoughts. would recommend,5,0,2023-06-13
293,free and no login. what do you have to lose. so far I'm finding it incredibly helpful and comforting.,5,0,2023-06-13
294,this AI also can make funny jokes!,5,0,2023-05-18
295,This app is very useful. It made me do something I can't do on my own like rewiring my thoughts. This also acts like a person you can talk to of you feel lonely. I love this app.,5,2,2023-05-20
296,This app is great! It helped me through my panic attacks. It has awesome mindfulness exercises that really helped me. Loved this!,5,0,2023-05-20
297,i just downloaded this app but I fall in love with this app. Thank you for this 😊,5,0,2023-05-20
298,Thanks for this great efforts 👍,5,0,2023-05-20
299,a life saver,5,0,2023-05-20
300,honestly i felt super relaxed after the first day of useing this app trust i really recommend you to try it,5,0,2023-05-21
301,"As a person who dislikes disturbing other people, this app is so, so for me. I really liked talking to this app! I sometimes cried myself to sleep or often sleep with so much going on inside my mind. I don't want to disturb my friends because I rarely chat with them. It'll just look like I'm just chatting them to vent my thoughts. So, I am glad I found this app! I feel like this can really help me.",5,7,2023-05-21
302,it has been helpful looks like it will be more helpful the more I use it,5,0,2023-05-21
303,well this app has made me feel so positive and no self doubt I think everyone who js struggling should get this app.,5,0,2023-05-21
304,this app really help me whenever I don't have no one to talk to I'm always come to this app to make my feel better I really love this app na so much!.,5,1,2023-05-21
305,wysa help me set up my mind.thank you.,5,0,2023-02-16
306,I love Wysa so much! It's chat bot penguin is so cute and helpful!!,5,0,2023-05-21
307,This app is wonderful and helpful,5,0,2023-05-21
308,I love this app I've learned so much and I really think I've become a great person thanks to it,5,0,2023-05-22
309,"I often struggle with talking to people about what I'm feeling at the moment, and sometimes I really just need to let it all out and breathe, which is something I don't wanna subject anyone to. This app has been amazing for talking about how I'm feeling, and then finding a way to bring back positive, or at least productive, energy. Definitely recommend for everyone who can't afford therapy, or just doesn't wanna go :)",5,25,2023-05-22
310,really help with anything,5,0,2023-05-20
311,they help me get into a healthy way!❤,5,0,2023-05-20
312,"It's a great app that helps me with gratitude, mindfulness. Sometimes it doesn't understand that positive words that I input thinking they are negative. Altogether love this app.",5,0,2023-05-20
313,"this is a great therapy app. if you broke but you had self discipline that able do things own your own, no trusted friend to share with. The Good app for you to have one. you can chat with there AI that seem very lively. good luck and have a nice days.",5,3,2023-05-19
314,wysa is so kind and so pacient with me and I love that.,5,0,2023-05-18
315,this was an amazing help I'm doing better mentally and physically,5,0,2023-05-18
