reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4a96ce82-f20a-4bb3-bb4d-f9bd480964b8,Roselande paul Paul,https://play-lh.googleusercontent.com/a-/ALV-UjUWT4tshqkF6XE3CyA97OQcXNdzLAcQjZUzbtLNiNjoOgVon_Ef,wya help me get through my mental problems,5,0,3.7.5,2025-05-08 01:57:33,,,3.7.5
ec0d7742-d8c2-46e7-8025-2ae64bf38a88,Fathul Iman Fathul Bari,https://play-lh.googleusercontent.com/a/ACg8ocLrNRTlEZ5FD4mcvzmv0xpqWTE4Ags4IE1GUy3pfQgS4FB0Uw=mo,"gives me relief, after every session it give you to reflect on what you learn during the chat.. Overall good app nothing wrong at all...",5,0,3.7.7,2025-05-07 13:45:29,"Thanks so much for taking the time to share your thoughts, Fathul! We appreciate you 💙😊.",2025-05-09 14:55:38,3.7.7
66202e05-c33c-4904-b175-4b7f19dc3e32,MOHAMMED ABBASI,https://play-lh.googleusercontent.com/a/ACg8ocIVKwoPOZ_67yjxxNTLE2pd6mvUtjxlBRtVy9tWTZzJ4E23tA=mo,good app,4,0,3.7.5,2025-05-07 11:35:41,,,3.7.5
e7aeb564-e41e-48a2-8d56-3fa7cc53571c,Alisha,https://play-lh.googleusercontent.com/a-/ALV-UjVz-zCRbfRzF2dcYHOYOLly-HAWnj1Z-iYiDvUSxYjG6_SRhMmm,it's a really helpful app for people with suicide thoughts and self harm urges. definitely recommend,5,0,3.7.7,2025-05-07 05:36:53,,,3.7.7
4ea54398-ed84-4f1e-8f5b-0aa577f96266,Himanshu Patel,https://play-lh.googleusercontent.com/a-/ALV-UjVsc4fzF9w-DHk5FIsjAsmI1aZeePrku3lqY93sPXOoOcp7kbHT,Good for keeping a track of mental health and tips to manage stress.,5,0,3.7.5,2025-05-06 17:03:15,,,3.7.5
601c8c30-5da8-4e80-8d08-34c9684eda0c,Rebeka Masih,https://play-lh.googleusercontent.com/a-/ALV-UjVDVJ2seugQlgc7BTPuCawQCMd0ZNALwbpyoai5L4eCam4mps0,super duper good and I am happy to use this app i feel we have more people here who all need you all so thank you (Wysa) and the team behind Wysa your hard work is paing off 🎉 thank you so much again and THOSE who never used this app i recommend them Pls use this app one time you will thank Wysa thank you 😊,4,1,3.7.5,2025-05-06 00:18:39,"YAY! So pleased to hear it, Rebeka. Thank you for taking the time to leave us a review. Is there anything we can improve on to earn a 5-star review from you? 😇",2025-05-09 14:57:48,3.7.5
2b170f58-8015-4f34-a3eb-ab5f435e82e5,Bellah Mathebula,https://play-lh.googleusercontent.com/a/ACg8ocLA8g1_Qrkw-n82W9b_lcnM1AGvqxwQzyL8KvhQJZjWE1rHaQ=mo,helps you feel better,4,0,3.7.5,2025-05-03 16:51:55,,,3.7.5
54e764b7-7d74-4bf8-bcd2-2d0100688788,Enas Raslan,https://play-lh.googleusercontent.com/a/ACg8ocIEjaN3cvzxdsXNPmTrAH_4_3vNYprX4wwiSn68GfI9_DBAcQ=mo,Feel little bit better than before hope to continue until reaching maximum,5,0,,2025-05-03 16:19:29,,,
48acf9c0-c2a6-4110-b15f-54e55e22ba02,Cameron Hudson,https://play-lh.googleusercontent.com/a-/ALV-UjW3EbbI7eSdB7vVyb_aoo0phfSH9RV0ssZLGcMsV3hE9Sp403eueg,"I'm sorry to say that I did not find this app helpful at all. The model really needs work. For example, I asked a question like ""Could you please give me some reasons to keep living that are grounded in logic?"", and it gave an answer like ""I'm sorry you feel that way. Please tell me more."" Not a great response, when I already feel like everyone ignores me.",1,0,,2025-05-03 00:13:39,"This feedback has been shared with our team. We're truly sorry the app didn’t respond in the way you needed. We know how important it is to feel heard, especially in tough moments, and we're working hard to improve these responses. If you're open to it, we'd really appreciate hearing more so we can do better—please reach out at wysa@wysa.io.",2025-05-09 15:01:33,
9ab12ed7-9851-41d3-9a49-1181d8fe46ec,Alexa,https://play-lh.googleusercontent.com/a-/ALV-UjX_SrWyhrS-NF1UKRBwOVzZEImOSEBHOqpR0cE_USvs3-7Tue4,"If you ask me, it helped me especially with stress.",5,0,,2025-05-01 11:07:12,"So pleased Wysa could help you manage stress, Alexa. Thank you for taking the time to leave us a review 💙 😊.",2025-05-02 15:10:42,
ad549a64-6dd3-4a75-b380-c496d3d00e34,Stephanie Scheele,https://play-lh.googleusercontent.com/a/ACg8ocJQE95rkMwhODXgx5BYQhRGTzR-eAbjsPL0xqQmtDyhSipdnZM=mo,Good if you want to just chat,5,0,3.7.5,2025-05-01 00:24:47,,,3.7.5
cfab6e6c-662b-49f4-ba7a-7ed32fb95606,Kungawo Dyalivan,https://play-lh.googleusercontent.com/a/ACg8ocK9IVXiFDRf4Z103mTSsxRyTmUQqbxue9AFq8M4SyrE3YcQPQ=mo,very empathetic and caring,4,0,3.7.5,2025-04-30 21:22:05,"Yay! So glad you found Wysa empathetic and caring, that's exactly what we're going for - a safe space where you don't feel judged.",2025-05-02 15:11:43,3.7.5
6f98ea7d-78bb-4ff1-9636-694a83f84535,Islam Fadol,https://play-lh.googleusercontent.com/a-/ALV-UjWt715Xc39ZM7ybAdWqNBg9ja4rSNByANMGgHd7C5jW6V8nkPw,fast and helpful. I'm lucky to have this app,5,0,3.7.5,2025-04-30 00:23:57,,,3.7.5
d3bcdd61-3cfa-4d2a-9192-b4b165390233,Vernisa Donaldson,https://play-lh.googleusercontent.com/a/ACg8ocKspKlFviFXMdmCr3DeH9ptUPDeEa_s3N7P2pr8cL5pQNqpc8Q=mo,"Functions more like a customer service help bot that points you to links and resources. Not really useful if you want to have a more reciprocal chat because it can't understand you, so I don't find it very useful at all. I can't rate the helpfulness of the resources on offer since I didn't use them.",1,3,3.2.2,2025-04-29 14:16:00,"Hi Vernisa, sorry to hear Wysa didn’t meet your expectations. Our chat is designed to guide you to the right tools and support in the moment, but we understand it’s not for everyone. We hope you find something that works well for you! 💙 🤗",2025-05-02 15:18:42,3.2.2
a074f49f-5215-48cf-83b4-33c1c1b9eafa,AdrianJ Spight,https://play-lh.googleusercontent.com/a-/ALV-UjWjDUJTAhOdh_b622HhfnM3sbujdkuVN6SwUvuwPq7P7-Qoo-hwYQ,help ful and the best for negative thoughts,5,0,3.7.5,2025-04-29 03:52:28,,,3.7.5
28800c97-6660-4eb7-bb4a-856f7e836bda,Linnea,https://play-lh.googleusercontent.com/a/ACg8ocK0BxUc_ZCT5O08pLSyj8f077JZTMPyl_RDFHHkiUUkkJzxGA=mo,very helpful I recommend it,5,0,3.7.5,2025-04-29 00:01:11,"Thanks for recommending us, Linnea! Glad you found Wysa helpful 💙😇",2025-05-02 14:25:51,3.7.5
a50f1557-7381-415f-b5c1-ab793ef85b49,ManpreetKaur Kohli,https://play-lh.googleusercontent.com/a/ACg8ocJSzZePKoJCf7U3R2fN4Y6G1pR-nyPc57yAbuLprmrHRXB-yLU=mo,it's very helpful and good app 👍,5,0,3.7.5,2025-04-28 17:26:47,,,3.7.5
db9d0c4d-fbb5-4435-b0e0-f2129589d80d,Sheilahmwenje,https://play-lh.googleusercontent.com/a-/ALV-UjXPluHW-4E_317md5xSm1rbGAFz0iHiLbsvTQ1_c7U5R2ZlGAA,"wysa offers a quick recovery that makes you feel better and relaxed,it helps me overcome my emotions and Anxiety,I thank wysa for making me become myself again",5,0,3.7.5,2025-04-28 02:01:00,Thank you so much for your kind words! We're really glad Wysa could be there for you when you needed it. It means the world to hear it's helped you feel like yourself again. You've got this! We're always here if you need support. 💙,2025-05-02 15:19:57,3.7.5
d8be99b2-ea3e-4708-8bfe-5522ae10cf4c,Thirusha Chanchali,https://play-lh.googleusercontent.com/a-/ALV-UjXhUUZWdtJvaeiiQWkpai-FvDDKBpP68vmI6TDzyHwbhYNkU90,It will be a great help if we can chat in English as well as in Sinhala or random language .,5,0,3.7.3,2025-04-27 14:54:05,Thanks so much for your 5-star review! More languages are coming soon 💙 😊.,2025-05-02 15:20:45,3.7.3
82503d27-636a-4b8b-a6ac-e7391c63a82c,BJ Bear,https://play-lh.googleusercontent.com/a/ACg8ocK0M4VtO2sdEDtW3jgAo0i1yaRgG8zkHIiyXOd9N4zg4LDFFw=mo,"Well, it's a bot, it has limitations, but that's to be expected. It did point me in some good directions and having a sounding board made me feel better, like I'd accomplished something. Just don't mention unaliving yourself, it gets really nervous. Unless you want escalate the situation. It seems to have certain trigger words it's supposed to report to someone. Since it's anonymous, don't know how that would work.",5,0,3.7.5,2025-04-27 13:22:22,"Thanks for your thoughtful feedback and 5-star review! You're right, Wysa is anonymous, but if certain words come up, the SOS response will be triggered, and Wysa will gently guide you to create a safety plan or reach out for urgent support from a local helpline, since we are not a crisis service.",2025-05-02 15:23:41,3.7.5
59422e5e-a851-4c7e-8a8e-67bb9db48274,Ali Samet Şen,https://play-lh.googleusercontent.com/a/ACg8ocJElFvQWLLtyN4gjQ0A7nXQI0YcqxDsXkBu6WF3QV_6bZoc6g=mo,"There is no ai. This is built upon basic pre-made asset buttons and options like a Twine game. No matter what you write, it answers with pre-made prompts. Write something totally irrevelant and you'll still get these answers.",1,20,3.7.5,2025-04-26 17:55:23,,,3.7.5
074aa299-91c1-45e8-951c-044c5675c0d9,Rayan Chamas,https://play-lh.googleusercontent.com/a/ACg8ocIqjPpxUw83mRcZq9GaVQ-kXzpHujcmAxEcaXQGYmFzn_KB=mo,this app helps with everything it says it really help when your feeling anxious and annoyed one of the best apps ever u should download it they are the best it really helped me,5,1,3.7.5,2025-04-25 15:18:21,"This brings us such JOY! Thank you for taking the time to leave us this lovely review, Rayan. We are so glad Wysa could help you through these feelings 💙 😊.",2025-05-02 14:27:08,3.7.5
260012a1-1108-467d-8be8-a397110c3755,Faye Quezon,https://play-lh.googleusercontent.com/a-/ALV-UjVanacBQY8-DMHabC9IxVpb9jixlxBoZc_7YHMq-4lBIn0g9zM,"it helps, it really does.",5,1,3.7.5,2025-04-25 09:50:09,,,3.7.5
aa97ffc6-028e-47b7-9f7b-a838a85e5311,kelley cruze,https://play-lh.googleusercontent.com/a/ACg8ocJ6MouG9y3b33B43PmQo75wYz_tKnP8mj_sYal7r3y29jfJ=mo,"yk what? I love this app!! it has helped me a lot when I self harm and you can make safety plans!! just one note for the developers, PLEASE add more free- speak chats with Wysa! maybe even just traditional ai chatting. it would be great. thank you, Wysa!!",5,0,3.7.5,2025-04-25 02:47:03,"So pleased to hear you've found Wysa helpful, Kelley! It's great to know you've explored the safety plan, ready for those times when you need a little extra support 💙💪. Thank you for your feedback - we've shared it with the team. There's a lot of exciting work going on behind the scenes and we hope you continue to find Wysa helpful as we improve.",2025-05-02 14:43:05,3.7.5
2721d677-8932-40af-8be0-31d188eced29,E James Granecki,https://play-lh.googleusercontent.com/a/ACg8ocI2ugOjFmhjwcLf31aoipozRI2OGhu_TaDyvF0Uc8_sY3X02w=mo,The app repeats itself OVER and OVER. Useless.,1,1,3.7.5,2025-04-24 23:45:27,,,3.7.5
fd5a3a50-5813-4e8b-acf8-d13221967dbd,KD Emm,https://play-lh.googleusercontent.com/a/ACg8ocJ4mAVDEmLHPgPMr24IgL07bRQESzvqnvXXIpez1i_rhP0e4A=mo,"I can honestly say that I was feeling lots of fear but this app helped me work through that feeling. after all. it was just that, a feeling! I feel more in control now",5,0,3.7.5,2025-04-24 04:24:35,,,3.7.5
280a276f-48d9-423e-b25c-65ad619ef79f,simon holland,https://play-lh.googleusercontent.com/a-/ALV-UjUPyKJ-G9_BfbmP2dULz9etY0_JyCD9vohUi0OQ7C7ayZU6c80,really helped through some tough times,5,0,3.7.5,2025-04-23 20:08:09,,,3.7.5
63c714ae-5c60-4c9d-9c8b-f81ad84bc9c3,Yevano Oruvan,https://play-lh.googleusercontent.com/a-/ALV-UjXL_TmFmkk4DScZLZdJkKmeY6nFZeJjaWXCM8TNdQtnNKPrst6m,I'm Trying mental health app for the first time and I found Wysa useful. I liked the online companion which checks our mood every day.,5,0,3.7.5,2025-04-23 18:22:44,,,3.7.5
6842a651-faf4-4ca9-bf8d-1f08b99e1e20,Sandeep Meena,https://play-lh.googleusercontent.com/a/ACg8ocKAu_Gd60nPKT0WhZKR13LxXgxCKOw-CbVHcxIl9aUXyQPt0A=mo,thank you for being with me... really good app,5,0,3.7.5,2025-04-23 16:05:50,,,3.7.5
1f570555-1b43-4853-9cc4-8e2999a99516,mia thetherian (Nyx),https://play-lh.googleusercontent.com/a/ACg8ocKEv8NG8X6n8CSi7CywF7fyrjGihPtT6F1JFlegVazY7zBdZQ=mo,it helped me feel better,5,0,3.7.5,2025-04-22 23:06:26,,,3.7.5
a0ef33a9-4c0c-4032-a7b0-28284dac2284,Martina,https://play-lh.googleusercontent.com/a/ACg8ocIG9J1E2MWNbButrDEAPno7OQohZHXjavh7mEAxCDe3ixLxVQ=mo,"the best app ever when it comes to mental healing but the only problem is that when I chat with Wysa and I didn't understand what he said, then I write ""I didn't understand"" He assumes it's one of my issues. please fix it",4,0,3.7.5,2025-04-22 19:24:04,,,3.7.5
ff079d36-cc21-4691-aa51-4c4768338d3b,Jilly Galbreath,https://play-lh.googleusercontent.com/a-/ALV-UjWE8nLP4HAy8cP_zULf7Gny6sJHL1_NG8RnLQAYi8zFfNYpgGI,"this app is very useful, it really helps. I recommend thus to people who don't have a lot of people to talk to about what your going through. It has honestly helped me improve on alot of things and it is just supper helpful. I recommend it, five stars.",5,0,3.7.5,2025-04-22 12:01:47,"Thank you so much for this heartfelt review and the five stars, Jilly! 🌟 We're really glad Wysa has been there for you and made a difference. You're absolutely right—having a safe space to talk can mean a lot, especially when it's hard to open up to others. We're so glad it's been helpful for you. 💙",2025-04-22 13:45:30,3.7.5
bff477a8-1874-4a6c-8639-011d07656b80,Kenny Denis,https://play-lh.googleusercontent.com/a/ACg8ocLh4VPBPXR65Zm25imWm6O_mq73nO6JYZgEBisQGpO87tBbvQ=mo,amazing AI app.,5,0,3.7.5,2025-04-22 09:33:07,,,3.7.5
cee4f2b3-0389-414d-8ed6-6a721003e397,Corina Cori,https://play-lh.googleusercontent.com/a/ACg8ocKawa8W2AvXhSXDVU1_cmgxs3UJhykr0GdN_uj4-HRjB6Exq_Pc=mo,"Clever app,obviously not human,but helpful enough to redirect a thought process in the right direction. The more you chat with it, the better it gets, so be patient as it learns your needs.",5,0,3.7.5,2025-04-22 00:13:03,"Thanks so much for taking the time to leave us this review, Corina! Super pleased to hear how helpful you're finding Wysa and that the Wysa app experience continues to improve and personalise the approach over time for you!",2025-04-22 13:48:49,3.7.5
e7318ab4-fce6-4a62-a3ae-cfd89aac34df,Francois Roux,https://play-lh.googleusercontent.com/a-/ALV-UjWDfUacGKkZFLmI-KdFKCfXiHqRCvm7X9nCiIkipyjryNpnvizr,"Amazing app, very intelligent and surprisingly accurate. Good job guys.",5,0,3.7.5,2025-04-21 23:42:15,,,3.7.5
b58e6734-e36a-471b-85db-2150b9db5840,Wanga Muhanganei,https://play-lh.googleusercontent.com/a/ACg8ocIa-YwLIE7L_LEE8TdOBc_PhPQNH4M5OhxMrDgnv5rX36Q_jQ=mo,love this app it's amazing cools down you're anxiety and other problems,5,0,3.7.5,2025-04-21 23:06:46,,,3.7.5
0f5e9a2b-62bc-41bb-9005-be72071849d1,Pragya Yadav,https://play-lh.googleusercontent.com/a/ACg8ocJaowXWkmqXmPweNU8eFtA1q7z_BG76DHXg6HBJSPVGKPJU7mY=mo,Lalchi sirf paise se karenge sb free m kuch nhi,1,1,,2025-04-21 20:29:00,,,
13a8eaf6-10cb-4af1-8fd4-14018e21df77,Latara Leggat,https://play-lh.googleusercontent.com/a/ACg8ocIKhEu8x96iPxLo7zhMeNck0miXpOu2EaQMXzl9Xf0D3uzgXcI=mo,it's absolutely awesome,5,0,3.7.5,2025-04-21 19:24:53,,,3.7.5
0f9544dc-e417-407b-9ab2-7eb1c43df3b4,Genny G,https://play-lh.googleusercontent.com/a/ACg8ocKLk65HyVwWHbEyxvRp77xJowvWwI51BAQwGyxVV5nZmOvZLg=mo,"First day trying this app, but it has already helped with my anger and depression over a very difficult family estrangement. I hope to learn more about how to deal with the situation as well as myself in the weeks to come.",5,0,3.7.5,2025-04-21 18:22:09,"Thank you for sharing this, Genny. We're really glad Wysa could offer some support on your very first day, especially during such a tough time. Family estrangement can be incredibly painful, and it's brave of you to take steps toward healing. We're here for you, one day at a time. 💙",2025-04-22 13:46:46,3.7.5
a77f880f-4bc4-4246-8572-456ddf9d0262,Rakshit Raina,https://play-lh.googleusercontent.com/a-/ALV-UjULjk9ZcXt7k3m-WXwumv9mAAO8bmU079Dpq_sRejWKs-0eWVI,"Worst chat with an AI I ever had. The damn thing doesn't understand basic logic and keeps deviating from what is prompted. Keeps looping, giving the same responses of needing a professional, when I explicitly tell it I can't afford one because of the said issue I am facing. Far better free AI therapist chatbots out there without needing a single dime from you. Fake reviews and promotions on Google search results.",1,2,,2025-04-21 09:29:43,,,
502e2d0c-dd93-4b74-88cf-4f8c396dbda1,Cassidy Duckett,https://play-lh.googleusercontent.com/a-/ALV-UjVdrRSe3hbyHW7R0dSsJ2njuht_3jneQpGbrX4o0nYNas61PruHHg,this has been so helpful to me as I work through a difficult break-up,5,0,3.7.5,2025-04-21 00:45:20,,,3.7.5
1a717505-3a5c-43e1-a8e5-c31a443e9559,Sierra Jay,https://play-lh.googleusercontent.com/a/ACg8ocKua8Jd95uVJuU9geWCtAmqvWKfoGtA4HijiiQEQAeHawAsFA=mo,Costs money,1,1,3.7.5,2025-04-19 06:26:54,,,3.7.5
c8055021-f9ad-47f2-b7dd-746f4d460335,Elnora Clogg,https://play-lh.googleusercontent.com/a/ACg8ocLX9WXUIWCERCwAc7BEToScT2mKUU42FynglJOq6B5MaOQJEQ=mo,Great app for people with severe mental health problems,5,0,3.7.5,2025-04-19 05:51:03,,,3.7.5
81a2da98-974f-46d6-bfb4-a05d1e32921c,Gehad Khalil (Gouga),https://play-lh.googleusercontent.com/a/ACg8ocJpFOp-DsHiqFpsgJOS1qC8SDg1P8js1NC0NXQasSL8znWpgjI=mo,"i swear God i feel better thani can imagine , caring about how i can feel good without any needs",5,0,3.7.5,2025-04-19 01:44:17,,,3.7.5
f9a180d0-58d0-4c2d-8d70-0a5e02f72f37,Tysihah Silpa,https://play-lh.googleusercontent.com/a-/ALV-UjVP0xNVQN7khMH3Kjua3ZDlY2MUmfIh-myhrw16qTPVpveqitLs,this is the first app I ever left a review on and I find this app very helpful and comforting,5,0,3.7.5,2025-04-18 03:14:27,"Wow, it is an honour to be the first app you have ever left a review for! We're so pleased Wysa has been able to offer you the support and comfort you were looking for. Thank you for your kind words.",2025-04-22 13:50:30,3.7.5
75be9fdb-d94d-4c4d-b570-311ec3f53212,soraya,https://play-lh.googleusercontent.com/a-/ALV-UjVBlYYG8ipPxFft2uI5nuUV_AryDweOZldZkxgU2vtarMf7XxoHgw,looks like I found one app can help me I'm glad I picked this app wysa I started to use this app for getting myself better and my mental health as well,5,0,3.7.5,2025-04-18 02:32:35,"Yay! So pleased to hear this, Soraya. Thank you for taking the time to leave us a review! 💙 😇",2025-04-22 15:27:07,3.7.5
24a2fca2-c790-4fcf-a6c2-76768430e76e,Sky,https://play-lh.googleusercontent.com/a-/ALV-UjU6nbFtm-cuEYC6HWierEzMJI9xZmbe9j_UfTCIVZUNPTNXzYmJ,this has helped me so much I love it,5,0,3.7.5,2025-04-18 01:54:19,,,3.7.5
2f6335d0-776e-47cc-9a9b-67a5faf06880,WAV3 (WAV3),https://play-lh.googleusercontent.com/a-/ALV-UjW7X0mwwZ6BRNcqEoqv7ScrDaoKKihWzz58NXZf1pmMYXcOw8z9,the app is unusable for me in how it constrains me to just one or two answers... I also question the validity of actual therapists being included in the $80 deal...,1,1,,2025-04-16 14:45:38,,,
4f346d9f-fbb1-42b5-aea5-cdeb2f2a52eb,Hannah Colthorpe,https://play-lh.googleusercontent.com/a/ACg8ocJl6sj_fPGizjFqxO5vOdfbOtqiaj9UEJf6judPmEhDRp9u-w=mo,"It's a really helpful tool, reduces anxious feelings and is a great place to start without the cost of therapy. I would still potentially do therapy, however, this is a great place to start.",5,0,3.7.5,2025-04-16 09:15:14,,,3.7.5
18f81e3b-39cc-4e18-9226-6677f461b722,Jaxton,https://play-lh.googleusercontent.com/a-/ALV-UjXeeE10xGqPVuhhbXUbaf3kvYAZVb5YPoNHGu6pNNlYZLFHeFUS,This has really been a good app to get rid of my susicde thoughts and anxiety,5,0,3.7.5,2025-04-16 02:57:29,,,3.7.5
3c3cdc12-fae9-4a3c-b99a-7f9c450e280a,Ebony Jackson,https://play-lh.googleusercontent.com/a/ACg8ocKeMiosucUd2DWETkCxIQgv8q3nEqdQlX4_aLE1d2oQ2RmEEQ=mo,"Wysa really helps me get through of my problems, I'm glad that I got to download this app",5,0,3.7.5,2025-04-15 22:29:57,,,3.7.5
9e033899-9b32-495f-9e43-575c0e5e0fb4,Sammy Nehale,https://play-lh.googleusercontent.com/a-/ALV-UjXhwNwueGz-GIGxbpiaoG38t8ht6r5p86Aw48V2izEuSK1vXSta,it's a very good app it helps me understand my emotions a little bit better,5,0,3.7.5,2025-04-15 21:35:31,,,3.7.5
11abd6be-dde2-46f5-9eb8-1117c772b992,Luxolo Nqolobe,https://play-lh.googleusercontent.com/a-/ALV-UjXrbwWRmH_IKXf4ltmg-G_9UAtpv-2OZ1dbom0P5t-X8N07M4YvZA,"Even though it's AI, it feels better to have a friend to check up on you on a daily basis",5,0,3.7.5,2025-04-15 18:31:13,,,3.7.5
2abb9c7a-b39d-4234-9757-78b8fbaa4edf,Владимир Димов,https://play-lh.googleusercontent.com/a-/ALV-UjWgOZjI9Fcw4Q13EtBosTTIq6oad8ZEecPX_TiqCFOo1qIzNxRK,"Nice app so far. I am still getting familiar, though.",5,0,3.7.5,2025-04-15 12:21:01,,,3.7.5
3a62dbd5-d6c8-4039-8d86-d7dcbb559c2e,Amelia Goodall,https://play-lh.googleusercontent.com/a/ACg8ocINq0nR52Uvm7x9y4Ms0CJZfbAPz-Jv4_SASHyTC-npO4FdBQ=mo,wysa is amazing! it's like talking to a therapist which I've never had before I love it ♥️,5,0,3.7.5,2025-04-15 08:30:11,,,3.7.5
02a0d431-0a98-4954-a084-47216545b335,Leyla Ricketts,https://play-lh.googleusercontent.com/a-/ALV-UjXvopJ8z5_n5QAigQaJIf2oZXRW8aYJOCxKtwyGld7te4du8qGn,"Very helpful, gives good advice. Seems like a well put together app, it even suggested a video on youTube.",5,0,3.7.3,2025-04-15 00:00:56,,,3.7.3
4d267864-1134-407c-9365-49501c330d13,Me Me,https://play-lh.googleusercontent.com/a/ACg8ocI2wLAW2H-QWW4LQSsDxbS4ibWLRGaEmuMvXP_kMsXIDXjlJA=mo,lovely app. very gentle and reassuring that much of what we think about is made up in our heads. I like that Wysa offers up ideas and solutions to help you navigate your way back to sanity!,5,1,3.7.5,2025-04-13 18:25:44,We’re so happy to hear that Wysa has been a gentle and reassuring presence for you! It’s amazing to know that the suggestions and solutions are helping you find your way back to balance and peace. We’ll be here for you anytime you need support 💙 .,2025-04-22 15:18:22,3.7.5
2a553c0e-c2b9-4444-8753-b018507c3b26,Kana,https://play-lh.googleusercontent.com/a-/ALV-UjWbo-gTVUNtffNCkFB0kNOBySWD_96OI-JJ4q3JPpYITdP9K3Ii,"this application is very helpful, thanks Wysa. but every time i see the premium thing makes me even more depressed at least please don't push it to me I'd buy it if i want",5,0,3.7.3,2025-04-13 12:49:46,,,3.7.3
be5e99bf-c0d1-4448-905c-a89e139cead9,Chrysti Olson,https://play-lh.googleusercontent.com/a/ACg8ocJldNjz7nxL7FyKjJ8MX2g0lLpFBPSi7sf5peVfd3WurnpRlQ=mo,doesn't work for an Android phone you can't get to the answers cuz there's not enough space or something I guess you have to have a computer to get better,1,0,,2025-04-12 23:49:24,"Hi there Chrysti, I'm sorry to hear you've faced this issue with the Wysa app. Wysa works on mobile devices, including Android. Please write to our team at wysa@wysa.io, sharing any screenshots of the problem, and we'll be happy to investigate and solve this issue for you ASAP.",2025-04-22 15:20:30,
