id,review,rating,likes,date
49,cannot get past sign up screen no matter how I try,1,0,2025-03-22
50,an absolute joke. it signs you up saying it's free but you can pay/donate towards those who help run it etc. and then you can't actually access anything without paying for a subscription!!!!????,1,15,2025-03-21
51,EACHONETEACHONE,3,0,2025-03-18
52,"False advertising– there's no free plan, you have to pay to access any of the features. sad, because I really thought it might be helpful, but I refuse to pay another subscription; I would have considered a one time payment, but subs are ridiculous. Uninstalled immediately once they asked for payment details.",1,194,2025-03-17
53,"I'm pleasantly surprised at the efficacy of this app. Using it for the breakup emotional regulation and it's been really helpful. The interactive pieces are varied so it keeps attention. The brain science is helpful and informative. The exercises are helpful! I love the widget option. I wish there was more ability to edit journal entries and titles but I'm really happy with it overall. As someone who does not journal, the questions and prompts are introspective and useful. Recommended fully!",5,24,2025-03-17
54,You have to pay to use it even though the app claims it's free. It's only free for 30 days and you HAVE to put in your card information to even get into the app at all. You have no choicen on just using this app for free despite its claims of being a free app. You can take a free test and that is literally it. Can't even put your email in before they ask for your card info. This app is a scam.,1,8,2025-03-17
55,"Thanks for wasting 15min of my life and giving some hope before telling me about the money. Definitely not trusting you to help with my emotions if the first thing you do is manipulate me. Tell me about the subscription first, not after.",1,9,2025-03-16
56,I can't get past the signing it goes to agreen share I click it it goes back to the main sign in please fix bugs n let me know I'll reinstall once fixed ty,1,4,2025-03-15
57,"Please remove the scene ""it's happening again"" it is SUPER creepy and I am afraid I'll get nightmares now.",3,3,2025-03-15
58,"There is no free plan to try app, it only wants you to purchase it. Sucks I was really looking forward to it but it feels like a scam.",1,22,2025-03-15
59,"I love this! I have the worst time dealing with emotional issues, and this app makes me feel so much better. I'm retraining my brain to approach different emotional issues in a calm way. I totally needed this.",5,7,2025-03-14
60,One should be able to try out the app without providing any payment details!!,1,12,2025-03-14
61,Been using it for 3 days now and I'm honestly very impressed! Great ways to learn and extra resources linked with scientific articles.,5,1,2025-03-11
62,"All the information and how it's provided is very helpful. Why is the primary text color a light gray against a white background 😭 It's annoying to try and read, and fails WCAG!",1,15,2025-03-08
63,Great,5,0,2025-03-06
64,Good idea but not upfront about pricing. Could be something to consider but it requires email sign up to even use the app. Save yourself the time and don't even bother installing this one.,1,12,2025-03-04
65,Not free.,1,6,2025-03-04
66,very helpful,5,0,2025-02-28
67,Unclear what to do. Cloying graphics and text. Mostly just attempts to sell paid service.,3,5,2025-02-28
68,"Seems like a cool app, very similar to Duolingo .but they are not upfront about the pricing. They don't tell you that it cost money until you've completed a few of their questionnaires, from then you have the option to start a free trial for 7 days, or pay $100 for yearly subscription. You can also try a 30-day trial for $6.90. (cad) really interesting idea and I'm sure it can be helpful but I resent apps that are not upfront about the price so I'm not going to try it for now.",2,72,2025-02-26
69,"website was broken - menu page/tray didn't pop out when tapped and i couldn't find information about a free plan or pricing anywhere before i getting started - downloaded the app to give this feedback to the developer. Will be uninstalling now and may actually check it out later, but i can't afford to be pulled into something i can't see the cost of, even if i think the concept is cool",1,26,2025-02-26
70,"NOT free. Subcrptions are such a scam. Rather pay just one time and be done at a FAIR PRICE, not the 150$ point they have. This app made my stress and anxiety WORSE, if anything.",1,29,2025-02-26
71,I love it. I really needed something like this. I'm so shy and quiet at work. I am really looking forward to the benefits this brings.,5,0,2025-02-25
72,This app amazing,5,0,2025-02-24
73,So far so good,5,0,2025-02-23
74,"I really truly do like this app so far, but it's very laggy sometimes (not my Internet connection). Please bring a dark mode. Thank you! 🙏",4,0,2025-02-22
75,"Impressively targeted advice, with a very pleasant and functional app design",5,1,2025-02-21
76,"It's great, BUT I find the little noises it makes really aversive and I can't turn them off. I have my phone on silent but it still makes noise. Help.",4,17,2025-02-21
77,I don't like that you have to pay,1,10,2025-02-20
78,Sucks that you immediately have to pay or set up payment plan don't falsely advertise and it feels like a fake app that's unpersonalized,1,23,2025-02-20
79,This has been helpful.,5,0,2025-02-18
80,It's asking for a rating independently of whether you have given it every day. Very annoying.,1,13,2025-02-18
81,The $80 price tag scared me away before even attempting to try it.,1,16,2025-02-18
82,No access to anything unless you pay,1,14,2025-02-17
83,It looks great but I hate you have to pay to control your emotions but best of luck ahead! ❤️,4,6,2025-02-16
84,"WHO KNOWS!! I went into the app, clicked on something I thought looked interesting, next screen is a free trial screen. But it's only option was 0 days free trial then 59.99 one time payment for a year!! I just decided NEVERMIND. and Uninstalled. WHATEVER...",1,16,2025-02-14
85,great stress reliever and boosts my will for self improvement,5,1,2025-02-12
86,So helpful. Honestly changed my life already in such a short time.,5,1,2025-02-11
87,"I have a healthier outlook and healthier habits because I have used this app. The interface is like a fun game, its interactive, fun to use, and I had recommended this app to my friend who is a mental health social worker and she already loves it!",5,16,2025-02-10
88,🤓❤️❤️❤️,5,0,2025-02-06
89,"can't replace a real person therapist, but I love it as a daily reminder and self help and reflection tool. bought a subscription for a year, using it every day.",5,15,2025-02-06
90,"Only used it once. The app says it'll remind you before the trial ends so you can cancel before it charges you, but I never received a reminder and got charged $60 anyway. Not happy about it.",1,24,2025-02-03
91,Not for me tbh,3,2,2025-01-23
92,Advertisements say this is a free app with out subscriptions - immediately made to pick between a free trial and the payment plans.,2,13,2025-01-16
93,Free trial is bogus u cannot even preview shitafter of course doing the 10 min questionnaire,1,18,2025-01-08
94,£54 auto enroll after 7 day free trial...,1,17,2025-01-01
95,"I'm giving a 5star review because the premise and intended execution of the app is very good. However, I have done across quite a few frustrating bugs and it would be good if the development team could focus on finding and fixing these.",5,17,2024-12-15
96,Said it was free. Yeah right 🤣 sure 7 day free trial. Then nothing on this app is free,1,18,2024-12-10
97,Claims be free but absolutely not filled out the whole thing and while getting to the very end when it says it's completely free my hair lit on fire from a candle towards the very end of filling out distracted believing my life may actually go somewhere and I may actually get some help for free .. literally it is not free must subscribe for any use at all what a disappointment wow all of that ..,1,82,2024-12-09
98,"I wish this app were more accessible. Grey on white text is hard to read!! Please could you up the contrast, or have an accessibility option in the settings. ALSO, would love if there was an option to dictate lessons. 🧠♿",4,14,2024-12-07
99,"I'm on the free trial, I was only able to complete one activity and the others let me get to the end but then shows blank screen and won't go forward, exiting loses all progress. Otherwise, the information it teaches is exceptional",3,26,2024-12-05
