id,review,rating,likes,date
54,"I've been looking for a mood tracking app that had more than just the 4 basic emotions (happy, sad, angry, meh), and this app more than delivers. I could not be happier.",5,0,2024-07-28
55,"I never knew I needed to journal my feelings until I used this app, everything is great but i guess together with journaling how long we slept it would be better if you guys add the option to choose from which time to which time I slept so we all will better know if sleeping at that time influences our mood Overall great app Kudos to the creators",5,0,2024-07-28
56,"Great app, it help me to deal with my anxiety. AND ITS FREE (that is rare in our times)",5,0,2024-07-28
57,I love this app! It's beautifully done and extremely useful. Thank you so much!,5,0,2024-07-28
58,I love this app,5,0,2024-07-10
59,Absolutely stellar project. A breath of fresh air since it includes no in-app purchases. Beautiful UI and wonderful concept. Good job guys!,5,0,2024-07-08
60,I am really going through a very tough time and I needed something or someone to guide me through the storm and I stumbled upon this app which is helping me cope up with my feelings. I thank the developers for creating such app and making it completely free. Thank you so much guys. This app really means a lot to me.,5,0,2024-06-12
61,The simplest and the best app ever used.,5,0,2024-06-18
62,The app is gret and really helps you reflect on what you are feeling. HOWEVER they must make your data be able to be stored online. I have a new phone and I am losing all my data from the previous phone which really sucks. Please change this. I don't want to post a negative review to notify them. How else can I get in contact with the company?,5,4,2024-06-25
63,I love it,5,0,2024-06-25
64,"Incrível!!! Eu invejava dms a função de log de emoções do app de saúde do iPhone, esse aqui consegue ser melhor em tudo. Amei, uso todo dia",5,0,2024-06-24
65,Great,5,0,2024-06-24
66,Just amazing!,5,0,2024-06-23
67,Awesome 😎👍,5,0,2024-06-23
68,I've searched long and hard to find a user friendly tracker for my moods and emotional states that has functional ways of analyzing and learning from the data I'm recording. This is the best tool I've found. And the support team is super responsive and open to feedback. What a game changer for me. Thank you for this amazing tool.,5,17,2024-06-22
69,"I really love the amount of emotions to choose from, including a short definition! I'd love it if there different colours from the picking grid would also show in the stats so not every color looks equally intense. I also would love a widget option, so it's more present when I'm on my phone and don't forget about it. I love the art and the general look! The best app for me so far!",5,16,2024-06-20
70,The BEST emotion tracking app I've ever used. Analytics being free is the number one reason i stayed and now i got my friends to join too,5,0,2024-06-20
71,Best app on the store ❤️ Thanks to developers 🤞,5,0,2024-06-20
72,"I've been using the app for a few days now and it has a beautiful UI, it's simple to use, and it doesn't put out the ""squishy self-help guru"" vibe. No all-knowing and sitting atop the stoic tower, dispensing pity towards the emotionally illiterate children who need to be treated with kid gloves. It's a comfy seat with a kind friend asking ""How are you?"" and truly meaning it in every sense of the term. Highly recommend that everyone try it and give it a fair chance.",5,0,2024-06-19
73,"Loved it keep it up, I thought this was some subscription app but I was dead wrong this is greatness",5,0,2024-06-19
74,"I've had a hard time using mood tracking apps because of the complexity/amount of steps necessary to track things. I find this app really simple and easy to use, so I actually do use it! The lack of ads and the easy to find resources and also really wonderful.",5,3,2024-06-17
75,"Love this app, it's free firstly no extra charges l. I have had trouble in the past recognising and labelling emotions, s therapist recommended this to me, I love looking at the data, and how exercise or the weather effects my mood - try it you have nothing to loose!",5,0,2024-07-08
76,"When I feel depressed or any bad filling, I write down in this app. It helps me every time as it's my close friend 🧡.",5,0,2024-06-17
77,One of the best app for mental health.,5,0,2024-06-17
78,Omg. I love this app really much😭. Pls don't change.,5,0,2024-06-17
79,Please add a widget for daily quotes.,5,0,2024-06-17
80,"I rarely leave reviews but this app is easily one of my favourite apps to track day to day emotional states with. There are lots out there, but ""How We Feel"" does it the best in my opinion. The UI is beautiful, it's not clunky or bogged down by unnecessary features, it's easy to navigate and there are no intrusive ads. I love this app so much.",5,10,2024-06-17
81,This has been a really great app. I use it myself and recommend it to my clients!,5,0,2024-06-17
82,I've just started using it and without a second thought 5/5. I LOVE the interface. I mean LOVE. I really enjoy using it because of it. And I LOVE how you divided the feelings into low/high energy. It makes so much sense. It's so simple and so good. I tried out dozens of apps and this is my winner. All that I need and nothing more. Chef's kiss. Thank you.,5,2,2024-06-16
83,So far so good! I would like to request a widget with the check in button and logo. That would be cool.,5,0,2024-06-15
84,I've tried so many apps similar to this and they were cheesy or annoying. I LOVE this app and actually enjoy checking in and seeing the data and trends of how different factors affect my emotions. The activities are simple and enjoyable and I love that the app provides suggestions for those of us that have a hard time putting feelings into words.,5,3,2024-06-14
85,"Wow. I just started using this app and I already love it. Simple, and provides a safe outlet when our brain gets crowded. Plus I really enjoyed the visuals on the breathing styles.",5,0,2024-06-14
86,Love it. Visually appealing and very thoughtful in design approach.,5,0,2024-06-13
87,"Wow. As a therapist I see it as a gold mine that allows all of us to learn more about our emotions than happy, sad, angry or anxious. It opens the world of understanding there are more shades to emotion. Infact it opens the technicolor range of emotions and provides tools to address troubling emotions in the moment.",5,1,2024-06-13
88,The best ❤️,5,0,2024-06-25
89,Good app to use,5,0,2024-06-26
90,The best mood tracker apps i ever encountered. Maybe it would be much better to add auto backup to our Google account 🙏🤌,5,0,2024-06-26
91,"I only just started using this today, it's amazing. It's everything I really need the moment I open the app. I am very grateful.",5,0,2024-06-27
92,"Love this app! Is it possible to alter the Activity boundaries though? It would be much more insightful to me if I could change them to 0hr, <1hr, 1-2hr, 2-3hr, 4+ for example",5,0,2024-07-08
93,"This is one of the best apps out there! I use it professionally as a Mental health therapist and personally. I especially like the 'Burm the negative"" feature where you 'burn' your metal thoughts. I highly recommend this app!!!",5,0,2024-07-07
94,a lot of choice in words that represent different emotions and feelings even though I have a hard time recognising and identifying them. really easy to use and contains various educational materials. overall I think it will help me greatly! would be better if there was also a light theme as well.,5,0,2024-07-06
95,this app is amazingly helpful at identifying and handling your emotions. the best part is that it's all free and there's no ads. There are even videos that help inform you on ways to help deal with your emotions. overall a great app to help you handle emotions.,5,0,2024-07-06
96,Great resource to track your moods. Great UX and UI.,5,0,2024-07-06
97,"Simple, free and beautiful. The sharing feature could be improved e.g. granting people access to my logs in general rather than being prompted per-log entry.",5,0,2024-07-05
98,Amazing app. Just started using it and it's already helpful. And totally free.,5,0,2024-07-05
99,"Amazing app,exactly what I was looking for.Easy to use, exceptional design and exceptional animations. It's also lovely that is free and full of colors. Great job!",5,0,2024-07-04
100,"So far I find this app very useful, insightful and helpful. It definitely opens my mind into better understanding myself. I highly recommend it to everyone willing to understand themselves beter.",5,0,2024-07-03
101,Just brilliant. ❤️,5,0,2024-07-03
102,This might be the best app ever. Too good UI and awesome animations. It makes you feel alive. Also it serves it purpose pretty well. 10/10 recommended,5,0,2024-07-03
103,Better than 'COMPLETE' app. Zero cost but I can feel 'COMPLETE' app feeling. COMPLETE app also have lot of new feeling we never feel but expensive (worth it),5,0,2024-07-03
104,This is an amazing app! I struggle to put names to my feelings and this really helps.,5,0,2024-07-02
105,"this app is great, I live for the little stats that it gives you. I think the only suggestion I'd make is that the app had a widget available.",5,0,2024-07-02
106,This is an amazing app! As an autistic individual who struggles identifying my emotions this is really helpful. Love it,5,0,2024-07-02
107,"I don't know how I'd never come across this app before, it's amazing <3",5,0,2024-07-02
108,"The best mood tracking app! I've been using this ever since February, and I haven't uninstalled it at all. Before I found this app, I kept going back and forth on mood tracking apps because I couldn't pick one. I have a new mood suggestion, though: Indecisive. Maybe a description for it can be something like, ""Feeling like you can't pick an option for something."" I went to log my mood, but I couldn't find a mood related to being indecisive. But aside from that, I really love this app. ❤️",5,76,2024-07-01
109,It helped my depression a lot,5,0,2024-07-01
110,So far I'm loving it. The one I wish is that I could add feelings that aren't listed.,5,0,2024-07-01
111,I appreciate this app thanks,5,0,2024-07-01
112,Bug - Hopeful has the same shape as wishful in the check in,5,0,2024-06-29
113,best this kinda app right now. most surprisingly cool - without any upsetting subscriptions. really concrete emotions description and little emotionally training helpers. just hope itll stay like that,5,0,2024-06-29
114,"This is unbelievably good, I love this app, if I had any money right now I wouldn't have regretted to give it all away to the creators of this app",5,0,2024-06-28
115,"This app is very very good and well done, I really hope they won't put it for money or add adds even tho I think so cause you can really see they did a big job and it would be very strange they didn't want any income",5,0,2024-06-28
116,Really impressed with this app! I like being able to notice patterns and bring awareness to trends!,5,0,2024-06-27
117,Great app!!!,5,0,2024-08-10
118,"Amazing app, it's free and helps me express what I am feeling when I can't find words. Do recomend.",5,0,2024-08-11
119,"love this app. clean, simple, well done.",5,0,2024-08-12
120,Loved it ❤️ I'm feeling good since I had downloaded this app it allows me to get in touch with my emotions quickly. 💯,5,0,2024-09-21
121,This app has helped me understand my emotions and how irrational I can be. This has been a wonderful tool that I never thought I would use but tried out and it has been so worth it.,5,0,2024-09-27
122,"To start with, thank you. My friends and I use this app all the time and we absolutely love it. It's helped many of us learn how to identify our feelings and keep each other updated. We've discussed that we wish there were more physical options like ""sick"" or ""headache"" or ""overstimulated"". We've just been using ""uncomfortable"" and using tags for physical issues to track. We were wondering if the dev team has considered a custom emotion option for when the words provided just don't seem to fit🩷",5,65,2024-09-25
123,Very good and love that it's free.,5,0,2024-09-25
124,"I've used it for almost 3 months now. Set it to 4 times a day and gave it access to sleep, exercise and so on. Great experience so far! It's really nice to check in with oneself. I will probably keep using this for a long time. It reveals some obvious patterns, some less so.",5,0,2024-09-25
125,"I'm finding this super helpful. Initially, I was dubious but it's clear, simple to use and I'm finding it really insightful. It's a great way of learning to pinpoint and log your emotions, and see the transcience of them. I'm finding it interesting too seeing the patterns that are emerging. Suggestion: I have noticed that there aren't any descriptions for feeling 'neutral', neither low energy unpleasant (blue category) or low energy pleasant (green category)...could this be considered?",5,9,2024-09-25
126,"This is the best mental health app i have used, hands down. I under-estimated how important understanding my emotions was for my mental health. But I can already feel my ability to identify and handle my emotions improving after only a couple of weeks. On top of that, the fact that all content is free is really just an amazing statement from the creators. This app is the kind that makes the world a better place. Thankyou!",5,0,2024-09-25
127,"Great app, love the new widgets and the ability to connect health apps",5,0,2024-09-24
128,"Excellent App. I love this app. The color codes are perfect. I can't be thankful enough. Hi, this review I am writing on 9/23/24. I have been using this app and I live it. Can you add the following into the app analysis. It has weekly report. I prefer the day report. I have to go weekly and find the day how many entries I made. I want to access the day count. Thanks.",5,0,2024-09-23
129,"I have CPTSD and I'm finding the app very helpful, thank you😊",5,0,2024-09-23
130,31 years of not knowing all this is to long,5,0,2024-09-22
131,"I can't understate the value this app has. I have tried so many emotion tracker, journaling, mental health apps and none have lasted me more than a week until this one. I didn't even use How We Feel to it's fullest extent with all the lessons and other features, but just the basic tracking helped me. Hinge's motto is ""designed to be deleted,"" as someone who's also deleted Hinge, I'm much happier to have been able to delete this app because it helped my mental state so much. 5 stars.",5,0,2024-09-22
132,"Fascinating, insightful and helpful!",5,0,2024-09-21
133,"Nice app, I like that it doesn't require a account and has easy to use options. DEVS: Please a security/ biometric lock. EDIT: They added a lock, awesome!!!",5,0,2024-09-20
134,It is a wonderful app full of great advices. I use it as my journal and really helps me to habdle some emotions.,5,0,2024-08-13
135,"Overall great with minor improvements. It's nice to have plenty of emotions to choose from, videos that help validate and teach grounding and emotional regulation techniques, and inspirational quotes... The 2 things I would like to see: GRIEF! There's no option for grief. Just sadness and loneliness but those don't capture heartbreaking loss! Also it would be nice to be able to add your own affirmations! Edit: 5 stars because they have the features. I just couldn't find them. Thank you dev team",5,50,2024-09-19
136,"I've been really loving this app as a way to support myself and my loved ones, and becoming more attuned to my internal world. My one issue right now though, is that I'm unable to see my partner's status after they share it. I've seen them share it before, and they deleted and re-download the app (unfortunately lost all of their data tracking) and now it won't show an emotions update. If there's any way to fix this I would love to figure it out :)",5,16,2024-09-19
137,"This is by far one of the best tools for self introspection, the amounts of moods there are amazing (some I never knew existed) it's quick and simple to use the apps fluidity is smooth and really love the tools and quotes, really helps if you're in need of checking up on yourself, Its really worth it and really recommend it too ! Thank you guys for making this amazing app !",5,0,2024-09-19
138,does wonders for mental health especially these days with people having no real work affect or ethic and stresses and strains of life.,5,0,2024-09-17
139,Great app!,5,0,2024-09-17
140,Just brilliant,5,0,2024-09-17
141,"I love the simplicity and customizable tools. It's like the mood-tracking part of Sanvello, but better. Lots better. I don't feel judged by my emotions, and it helps me remember to use the tools I learned in therapy. Would absolutely recommend to anyone who needs more mindfulness in their life.",5,3,2024-09-16
142,What a wealth of wisdom. Already impacting my life! And it's free. Listen to huberman lab episode with Dr Marc Brackett to learn about how this app and how it can change you and people around you.,5,1,2024-09-16
143,"I love learning how I'm actually feeling; I grew up with 'sad,' 'mad,' and 'glad.' My therapist asked me to try it so I can learn to name my feelings more accurately. It's working! I'm actually making conscious, aware decisions. It sure beats the bla.",5,0,2024-09-16
144,Everything I needed and a bit more.,5,0,2024-09-15
145,Soooo hoid,5,0,2024-09-15
146,"Professional, intelligently written, mature. Thank you.",5,0,2024-09-14
147,"i love this app, its so helpful",5,0,2024-09-27
148,"Typo on instructions for ""Follow Your Curiosity"" step 5, says ""attetion"" instead of whatever the normal real spelling is supposed to be",5,0,2024-09-27
149,"This app is amazing. Totally free and loaded with so much. Logging your feelings are simplified but very effective. There's no cap on how much you log. It gives you stats on how you felt on weekdays, the weather, and what time of day you feel that emotion. They also have tools and resources for a lot of things. ALL FREE BRO!! As someone who was looking for mental health tools, this has been the best I have ever found. Try it for a week and then you will see!",5,45,2024-09-28
150,"Incredibly, I've noticed I can identify my feelings MUCH better within just 2 weeks of using this. I think I feel them more deeply or clearly too. It's fascinating. The app is also very well designed and minimal which is appreciated. I think the friend feature has the potential to strengthen relationships, especially between men. Really excellent overall",5,10,2024-09-28
151,Great app to note down how you are feeling,5,0,2024-10-17
152,"This is hands down the best mood tracking app I have ever found. Best part, it is absolutely free. I showed my psychologist this app and she agreed how wonderful the app is and will be recommending her clients to use it. I love how you don't need to add moods as it lists everything! So many moods listed including there meanings. Brilliantly well thought out, and love the analytics section. Please keep it free and continue to help the mental health community! Solid 5 stars ⭐⭐⭐⭐⭐",5,12,2024-10-16
153,"Simple, minimal, not invasive, verry helpful, eye opening and easy to use. It really opened me to the tapestry of human emotions. Having ran on a presumption of like 5-10 total emotions for most of my life, it really expands your emotional understanding when you just scroll through all the emotions to try and guess how you feel. I'm quite critical and cinical, I always find and focus very easy negative aspects. But I'm just pleased with this app.",5,2,2024-10-15
154,I don't want do on here do good now I feel bad in diary told. Don't they do,5,0,2024-10-14
155,"It's an amazing application! I never leave a review, but now it's obligatory from my side. I adore your UI and UX, usability and design are so good, every day I find something new that helps with understanding my emotions. Just a huge thank you, I would love to pay for your work, because that application is too awesome to be free. Great job, creators!",5,2,2024-10-12
156,Simply beautiful. Update - The new widgets need a bit of improvement. The IOS widgets look much better.,5,0,2024-10-12
157,"As someone who has been going through a particularly challenging phase in life, I struggle a lot with identifying how I feel. This app helps me to identify what I am feeling plus it is helping me to understand that even though I am struggling and there are bad moments there are also good moments throughout the day that can be easily forgotten in the overall view so it is nice to have this great app to track it down. Thank you so much for creating it 😀",5,0,2024-10-11
158,"I'm loving this app. It's pretty (dopamine), it's easy to learn how to use, and I like that you can set up reminders to check in multiple times a day, either at set times or random ones, and that you can also check in at any time if you're feeling something you want to document. It's only been a week but I also like that you can edit the tags and see various analyses of your data. Support is also incredibly prompt. I was amazed by the speed of response when I couldn't figure something out.",5,19,2024-10-10
159,I am autistic and alexithymic and I have really enjoyed this app so far. My husband and I are communicating better and I am better emotionally regulated. I do wish that the explanations for some of them didn't point you to others (troubled >worried >troubled). Overall this app is excellent for emotional intelligence and well being. Edit: I just found the add emotion button and now I can have 2 at a time and it blends the colors! Plus there's way more emotion options in the search function.,5,47,2024-10-10
160,Helps me understand what I'm feeling and how to manage the emotion if needed,5,0,2024-10-10
161,"I’ve been using How We Feel for a while, and I really appreciate that it’s both ad-free and completely free to use. The app has helped me realize I can experience a wide range of emotions, not just the few I initially thought. It’s been an eye-opener and has truly helped me understand myself better.",5,0,2024-10-09
162,Not even paid or anything. Easily one of the best apps ive ever seen especially for the values and goals I have as an individual. It looks great and functionally is so useful.,5,0,2024-10-09
163,Totally free with a wide range of emitons to pick from. Just what I was looking for. Short videos teaching about emotions and exercise for mindfulness are the cherry on the top.,5,0,2024-10-08
164,Thank you.,5,1,2024-10-06
165,"Best app I ever used. It acts as your personal therapist -- whether you're feeling down or when you're feeling ecstatic, you can treat it like a personal diary to share your innermost feelings with. You can also invite friends & family to share your emotions with each other, as a healthy way to keep each other in check. For every emotion, they give you helpful exercises to improve your day. I've felt so much better after using their programme. Thank you developers for keeping it free. ❤️",5,1,2024-10-06
166,Amazing. Has given me a much clearer insight to managing my emotions and understanding myself! Complete life-changing app free of charge.,5,0,2024-10-06
167,I am absolutely loving this app. Thank you devs for doing such a great job!,5,0,2024-10-05
168,Amazing app for emotional regulation,5,0,2024-10-03
169,This is the best app ever! If only there would be a option to save my data into my Google account that would be great.,5,0,2024-10-03
170,Way to help understand emotions!!,5,0,2024-10-02
171,"The app is awesome, sometimes I wish I could do two feelings at the same time cause I might feel relaxed but irritated at about something lol maybe I'm making to difficult",5,0,2024-10-01
172,It is early days for me but this App has already helped me discern between being an emotional judger and an emotional scientist. I’m learning to be comfortable with uncomfortable emotions which is a good thing as I know these will pass. It is great to feel supported by a wider community. Thank-you!,5,0,2024-09-29
173,This app has allowed for me to become more connected to how I am feeling and realize that it is possible for me to feel seemingly opposite emotions at the same time.,5,0,2024-09-29
174,"Best app i have ever used for journalling. Its reminders helped me to jog down more journals than i ever had with previous apps. Its simple to use, so you wont have inertia when using it. Just emotions and context.",5,0,2024-09-29
175,This is an amazing app for checking in with yourself throughout the day. It even has exercises you can do tailored to the emotions you're feeling! I'm going to tell all of my friends about this app; it's genuinely incredible.,5,0,2024-09-29
176,It just deserves 5 stars 👍,5,0,2024-09-13
177,This application is not only beautiful; it is powerful. I appreciate the reminders to check in with myself and keep a record of my emotions. The intuitive interface make it a genuine pleasure to use. I use their tools daily!,5,1,2024-09-13
178,"Updated review: The developers of this app provide support and are very helpful. when i encountered my issue in May. They reached out and kept me in the loop on the app fix. Ever since that update, I haved enjoyed this app. It is easy to use and I like that I can have more than one emotion in my update, and I like having the ability to share my statuses. keep up the brillant work! Original review: This has the making of a great app. I was invited to join in order to support a friend's menta",5,11,2024-09-11
179,"This app is amazing, 5 stars isn't enough for this. How We Feel has really helped me identify feelings and given me tools to help me.",5,1,2024-08-28
180,This is a wonderful app. The design is intuitive and simple. Check ins are easy and guide the user. Vibrant colors and shapes make this app fun and easy to understand. This is a wonderful app and its amazing its free to use. Everyone should use this app!!,5,1,2024-08-27
181,"Wow! This is like the best app for tracking your moods or if u want it to be a mini journal. Every update the app keeps getting better like fr. Thanks for adding support for the Health Connect API! (developers are sleeping on this api fr). That makes it less tedious to sync my sleep and steps data. One feature request tho. In the breathing feature, I think it would be great if there's a sound feedback on when to inhale, hold, or exhale—Just like in the Samsung Health app.",5,6,2024-08-27
182,"I LOVE this app. The fact that nothing is hidden behind a paywall is amazing. The content, user interface and usability is just 10/10. Highly recommend this app.",5,1,2024-08-26
183,Phenomenal,5,0,2024-08-26
184,I really like learning about my emotions and better ways to combat them or make them work to my benefit it's really good for those who have a lot of anxiety or mental instability I don't want to work through that,5,0,2024-08-23
185,"I'll admit I was surprised when I saw how much information this app is giving you for FREE. I'm going to keep using it. I would like to tell the devs that the blonde haired lady is very calming so if she would be open to making more videos, I bet a lot of people would appreciate it. She also had the most informative and helpful segments for me. The lady with black hair was also very informative. I would love to hear more from them especially. Thank you for offering such a great app for free!!",5,0,2024-08-22
186,I really like the concept and access to this app. I don't use it as much as I could. However I really want to keep the ability to be able to use it when I'm at my worst.,5,0,2024-08-22
187,Does anyone know if there's a way to rename daily reminders?,5,0,2024-08-22
188,One of the great ui ux i came across in recent time,5,0,2024-08-21
189,"Great app! I hope that it will have multi-langauges for feelings soon, I can send translations for my language :)",5,0,2024-08-21
190,"Amazing interface that is a fresh breath of air in the current world of drop-down memes. Also if there are any issues, they have a very helpful support team.",5,0,2024-08-21
191,"Just press install already. Explore the app yourself a little. I've been using it for a month. It's on my dock on my home screen next to my texting app. It's as simple or as complex as you need it to be. It takes only about 20 seconds to check in, which means I can easily check in many times a day. The data is graphed for you in another tab in useful ways, like what time of the day you feel your best for example. I've used 4 other trackers over the years. You likely won't find better than this.",5,16,2024-08-20
192,Love this App. Practical and helpful. Thank you,5,0,2024-08-19
